Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
23-March-2023,2503.05,2526.95,2494.00,2517.95,2510.699774044601630808,10179,1443,25556413.00,3892,38.24,32.95,14.90
22-March-2023,2516.05,2523.25,2494.95,2507.70,2508.723970714081962536,10517,1937,26384250.00,4670,44.40,28.30,-8.35
21-March-2023,2499.90,2520.60,2467.85,2514.00,2506.422683551559225492,55829,7270,139931072.00,34752,62.25,52.75,14.10
20-March-2023,2455.90,2474.90,2442.35,2461.15,2455.351825273010920436,32050,5172,78694026.00,15054,46.97,32.55,5.25
17-March-2023,2463.00,2473.75,2448.00,2455.90,2460.576405016256386437,32295,4561,79464315.00,15412,47.72,25.75,-7.10
16-March-2023,2414.05,2481.95,2412.85,2451.00,2456.073689442293606780,76456,7601,187781570.00,32045,41.91,69.10,36.95
15-March-2023,2383.95,2413.30,2382.10,2398.05,2399.011323982980256196,44419,5820,106561684.00,22507,50.67,31.20,14.10
14-March-2023,2335.05,2391.95,2328.45,2356.55,2357.963448498546980949,61940,6044,146052256.00,18450,29.79,63.50,21.50
13-March-2023,2374.00,2377.70,2320.00,2334.75,2345.589191643960036330,22020,3071,51649874.00,6807,30.91,57.70,-39.25
10-March-2023,2360.00,2380.20,2337.60,2375.35,2354.750616935768173165,28366,5441,66794856.00,11663,41.12,42.60,15.35
9-March-2023,2408.95,2408.95,2365.00,2369.55,2378.989369947957036872,9031,1903,21484653.00,5562,61.59,43.95,-39.40
8-March-2023,2401.95,2401.95,2372.00,2396.70,2384.858951811466760464,19901,3958,47461078.00,9719,48.84,29.95,-5.25
6-March-2023,2406.05,2425.95,2391.30,2404.15,2407.719360860970788491,36424,4883,87698770.00,18834,51.71,34.65,-1.90
3-March-2023,2361.05,2401.50,2358.80,2396.20,2386.615208344790921923,54549,4466,130187473.00,39315,72.07,42.70,35.15
2-March-2023,2375.10,2391.55,2352.00,2359.60,2365.238608579684374305,8998,1846,21282417.00,4807,53.42,39.55,-15.50
1-March-2023,2364.35,2396.20,2364.35,2382.20,2383.757227971150830981,15945,3326,38009009.00,7472,46.86,31.85,17.85
28-February-2023,2408.95,2424.65,2365.00,2374.20,2400.656797772636367201,25501,4458,61219149.00,10697,41.95,59.65,-34.75
27-February-2023,2392.10,2411.20,2374.00,2401.15,2391.633489148580968280,29950,4704,71629423.00,17680,59.03,37.20,9.05
24-February-2023,2395.05,2414.00,2378.00,2399.65,2390.880558123896780701,23794,3951,56888612.00,9530,40.05,36.00,4.60
23-February-2023,2426.00,2430.00,2380.00,2394.60,2402.437215383921727760,22179,2666,53283655.00,8440,38.05,50.00,-31.40
22-February-2023,2444.05,2462.80,2414.55,2424.45,2430.376612188014696566,39465,5321,95914813.00,23253,58.92,48.25,-19.60
21-February-2023,2475.10,2485.45,2450.95,2464.05,2463.134253127299484915,27180,3539,66947989.00,14838,54.59,34.50,-11.05
20-February-2023,2500.80,2507.00,2466.95,2474.50,2484.599651835958058378,24701,3645,61372096.00,9256,37.47,40.05,-26.30
17-February-2023,2519.95,2545.50,2496.40,2500.80,2514.401950496882908462,16201,1724,40735826.00,5397,33.31,49.10,-19.15
16-February-2023,2530.00,2545.50,2518.90,2522.10,2532.973162114417719798,14718,1600,37280299.00,4981,33.84,26.60,-7.90
15-February-2023,2506.90,2528.35,2484.55,2524.10,2515.484950066345415182,14319,1364,36019229.00,5875,41.03,43.80,17.20
14-February-2023,2527.90,2530.95,2481.00,2506.90,2500.382240586263350744,38481,5289,96217209.00,12290,31.94,49.95,-21.00
13-February-2023,2472.00,2524.00,2472.00,2519.45,2512.117848609170010369,44362,3507,111442572.00,13604,30.67,52.00,47.45
10-February-2023,2460.00,2472.20,2442.75,2468.30,2457.888615501088293744,10567,1195,25972509.00,4654,44.04,29.45,8.30
9-February-2023,2465.10,2475.75,2451.55,2462.15,2463.833243145743145743,11088,1514,27318983.00,4000,36.08,24.20,-2.95
8-February-2023,2450.00,2479.90,2447.25,2465.10,2468.209545639395171725,27049,3998,66762600.00,15936,58.92,32.65,15.10
7-February-2023,2452.05,2458.25,2433.00,2448.20,2444.267031728136575938,12418,1625,30352908.00,3683,29.66,25.25,-3.85
6-February-2023,2470.05,2479.45,2446.25,2457.85,2461.271141744081510338,50055,7006,123198927.00,24299,48.54,33.20,-12.20
3-February-2023,2315.05,2470.00,2315.05,2463.20,2426.473402208042135115,98730,8430,239565719.00,17779,18.01,154.95,148.15
2-February-2023,2345.95,2385.00,2268.90,2304.95,2334.914029683562027443,85704,11234,200111472.00,24459,28.54,116.10,-41.00
1-February-2023,2411.50,2411.50,2301.10,2347.15,2364.879977150267866792,64771,9591,153175641.00,20898,32.26,110.40,-64.35
31-January-2023,2350.00,2386.05,2336.10,2377.45,2366.646689383309948553,14967,1820,35421601.00,4610,30.80,49.95,27.45
30-January-2023,2329.00,2343.25,2286.95,2335.45,2327.995409087858245519,223485,8540,520272054.00,196412,87.89,56.30,6.45
27-January-2023,2360.00,2367.00,2303.00,2331.75,2325.198799373586218896,22988,3499,53451670.00,8419,36.62,64.00,-28.25
25-January-2023,2367.00,2368.75,2335.00,2356.45,2348.461834307915701895,25481,3104,59841156.00,11509,45.17,33.75,-10.55
24-January-2023,2370.00,2390.00,2364.00,2371.55,2385.580237390440743990,103711,4753,247410912.00,85745,82.68,26.00,1.55
23-January-2023,2380.00,2383.00,2356.00,2365.75,2366.985782718958936393,39037,5263,92400024.00,15285,39.16,27.00,-14.25
20-January-2023,2380.05,2397.25,2353.00,2371.90,2372.735400919923608682,37177,6328,88211184.00,13655,36.73,44.25,-8.15
19-January-2023,2400.00,2410.05,2368.75,2385.35,2389.115741481362981922,25004,2959,59737450.00,8567,34.26,41.30,-14.65
18-January-2023,2408.55,2429.95,2408.55,2423.95,2421.864401270222288900,39993,4190,96857623.00,22779,56.96,21.40,15.40
17-January-2023,2401.10,2418.25,2385.00,2408.50,2400.832882801706013095,16647,2100,39966665.00,7687,46.18,33.25,7.40
16-January-2023,2435.75,2435.75,2392.20,2405.80,2406.111246169819443389,39489,6741,95014927.00,17545,44.43,43.55,-29.95
13-January-2023,2450.05,2453.05,2401.00,2417.65,2417.379010856453558504,49740,4004,120240432.00,22292,44.82,52.05,-32.40
12-January-2023,2459.95,2474.55,2432.50,2445.65,2449.369331463300607760,44919,5589,110023221.00,18554,41.31,42.05,-14.30
11-January-2023,2467.35,2488.80,2431.10,2437.60,2449.545816079701529252,24391,7583,59746872.00,12016,49.26,57.70,-29.75
10-January-2023,2494.40,2498.75,2456.55,2467.30,2478.061794317857579586,24533,2710,60794290.00,8220,33.51,42.20,-27.10
9-January-2023,2539.00,2539.00,2470.70,2483.20,2487.543474240911276304,81117,8457,201782064.00,22169,27.33,68.30,-55.80
6-January-2023,2568.50,2584.10,2517.45,2536.95,2540.950393987149957570,41245,4736,104801499.00,20622,50.00,66.65,-31.55
5-January-2023,2595.00,2620.00,2545.00,2563.10,2576.876579773040494971,68206,4098,175758444.00,48672,71.36,75.00,-31.90
4-January-2023,2624.90,2626.00,2586.00,2595.70,2598.932384688482249457,41041,4197,106662784.00,22741,55.41,40.00,-29.20
3-January-2023,2565.80,2619.00,2555.00,2613.80,2597.422729052831807246,53623,4892,139281599.00,34856,65.00,64.00,48.00
2-January-2023,2598.60,2614.45,2558.00,2565.80,2581.102430365588260325,82251,7948,212298256.00,49735,60.47,56.45,-32.80
30-December-2022,2565.00,2609.00,2553.20,2597.95,2592.365695381091741951,23577,2644,61120206.00,8036,34.08,55.80,32.95
29-December-2022,2570.00,2589.90,2542.25,2552.70,2562.346259086260744589,36181,4077,92708250.00,9939,27.47,47.65,-17.30
28-December-2022,2509.00,2595.90,2499.35,2581.20,2570.054954560917529280,102885,10120,264420104.00,41861,40.69,96.55,72.20
27-December-2022,2503.05,2520.00,2489.10,2503.65,2504.790655339805825242,37904,4828,94941585.00,22627,59.70,30.90,0.60
26-December-2022,2483.40,2511.60,2470.05,2481.75,2493.544185813434892636,39911,5834,99519842.00,16460,41.24,41.55,-1.65
23-December-2022,2450.00,2504.15,2450.00,2483.10,2480.747675401521555367,78078,12394,193691817.00,44055,56.42,54.15,33.10
22-December-2022,2481.20,2508.35,2465.00,2483.10,2482.387830307388099946,11126,1677,27619047.00,3577,32.15,43.35,1.90
21-December-2022,2508.50,2527.40,2480.00,2489.40,2497.817464402127294561,29145,5435,72798890.00,13229,45.39,47.40,-19.10
20-December-2022,2520.00,2520.00,2483.70,2508.45,2499.838927116977952534,14242,1656,35602706.00,4445,31.21,36.30,-11.55
19-December-2022,2475.05,2525.00,2468.55,2521.30,2497.510210238084188054,43094,5278,107627705.00,14047,32.60,56.45,46.25
16-December-2022,2510.00,2519.90,2480.00,2483.20,2500.186148928084411955,44733,8398,111840827.00,21776,48.68,39.90,-26.80
15-December-2022,2589.85,2589.85,2515.05,2523.35,2541.484000477004412290,25157,3367,63936113.00,13519,53.74,74.80,-66.50
14-December-2022,2598.15,2598.15,2571.05,2589.85,2587.294141552413748850,46753,3662,120963763.00,38211,81.73,27.10,-8.30
13-December-2022,2608.75,2608.75,2564.60,2574.85,2574.256994065641274070,16514,1969,42511280.00,7899,47.83,44.15,-33.90
12-December-2022,2614.20,2614.20,2570.75,2583.00,2584.704878048780487804,24190,2332,62524011.00,13149,54.36,43.45,-31.20
9-December-2022,2593.05,2629.00,2569.00,2615.30,2599.986642259931727106,20213,2233,52553530.00,4586,22.69,60.00,22.25
8-December-2022,2596.20,2613.00,2578.65,2583.30,2594.904948631479883930,12751,1503,33087633.00,5977,46.87,34.35,-12.90
7-December-2022,2619.55,2624.10,2587.60,2596.20,2606.498831385642737896,11980,1543,31225856.00,4283,35.75,36.50,-23.35
6-December-2022,2606.15,2622.95,2592.00,2616.50,2604.742281948840346598,19273,3226,50201198.00,7458,38.70,30.95,10.35
5-December-2022,2621.05,2629.80,2590.00,2615.95,2607.843070229956494717,9654,1423,25176117.00,3308,34.27,39.80,-5.10
2-December-2022,2642.75,2648.00,2604.10,2617.40,2613.223396628361908273,48819,5579,127574953.00,32067,65.69,43.90,-25.35
1-December-2022,2658.00,2666.95,2630.15,2639.05,2640.220642530445803714,18147,1504,47912084.00,8371,46.13,36.80,-18.95
30-November-2022,2613.75,2663.00,2605.05,2649.95,2634.758846484555856868,45357,4969,119504757.00,29956,66.04,57.95,36.20
29-November-2022,2593.00,2640.00,2593.00,2614.75,2620.004836800270590224,59130,8585,154920886.00,29011,49.06,47.00,21.75
28-November-2022,2589.00,2608.55,2578.20,2590.85,2596.973848570771706644,52196,4668,135551647.00,38552,73.86,30.35,1.85
25-November-2022,2613.00,2616.95,2585.40,2595.60,2596.768522097667826311,15522,3280,40307041.00,7831,50.45,31.55,-17.40
24-November-2022,2619.95,2619.95,2591.55,2610.80,2604.850274670195276474,24939,3271,64962361.00,11055,44.33,28.40,-9.15
23-November-2022,2615.00,2632.00,2591.50,2603.05,2618.341512143347693076,16017,1413,41937976.00,5992,37.41,40.50,-11.95
22-November-2022,2574.00,2609.00,2561.85,2606.10,2593.715918035700683035,39383,3861,102148314.00,24258,61.60,47.15,32.10
21-November-2022,2552.00,2578.50,2538.75,2573.60,2557.889403539436311994,22885,3708,58537299.00,11403,49.83,39.75,21.60
18-November-2022,2584.90,2584.90,2545.00,2568.15,2560.268521941173364313,37874,5485,96967610.00,14596,38.54,39.90,-16.75
17-November-2022,2630.10,2642.45,2577.85,2582.20,2593.037635766607729224,39590,3591,102658360.00,21266,53.72,64.60,-47.90
16-November-2022,2660.00,2677.55,2630.15,2643.45,2639.549720711791242485,107953,6842,284947311.00,93954,87.03,47.40,-16.55
15-November-2022,2648.00,2667.55,2621.20,2657.05,2641.836649352935997887,45436,1484,120034490.00,4392,9.67,46.35,9.05
14-November-2022,2655.00,2666.30,2624.00,2629.70,2639.623904412315529253,26698,3825,70472679.00,14678,54.98,42.30,-25.30
11-November-2022,2664.00,2703.65,2641.60,2652.35,2670.968482643327760841,20338,1814,54322157.00,8045,39.56,62.05,-11.65
10-November-2022,2717.75,2717.75,2629.05,2636.85,2645.170071634480963353,103721,4925,274359685.00,78033,75.23,88.70,-80.90
9-November-2022,2742.05,2761.20,2710.00,2718.00,2728.432455982982649478,39019,4400,106460706.00,17544,44.96,51.20,-24.05
7-November-2022,2779.00,2779.00,2708.25,2741.95,2733.095016808384417638,70798,5318,193497661.00,34902,49.30,70.75,-37.05
4-November-2022,2780.00,2780.00,2746.60,2768.30,2762.632669396299602869,32483,2631,89738597.00,14604,44.96,33.40,-11.70
3-November-2022,2717.00,2778.45,2716.35,2763.25,2748.367294455790031011,66105,2851,181680820.00,39900,60.36,62.10,46.25
2-November-2022,2748.50,2748.50,2703.35,2724.20,2722.920208379007589756,95787,3444,260820358.00,73824,77.07,45.15,-24.30
1-November-2022,2770.00,2783.00,2741.40,2753.20,2755.949476558944014565,35152,2149,96877136.00,26258,74.70,41.60,-16.80
31-October-2022,2750.00,2790.00,2737.55,2753.05,2750.002742011340745933,112691,5353,309900559.00,100173,88.89,52.45,3.05
28-October-2022,2707.00,2738.35,2692.70,2735.50,2722.354683156521245816,17627,2069,47986946.00,6339,35.96,45.65,28.50
27-October-2022,2691.00,2765.00,2690.00,2700.95,2715.108769002826300783,80317,7360,218069391.00,49407,61.51,75.00,9.95
25-October-2022,2684.30,2691.85,2662.25,2670.40,2673.982068496643154584,11767,1245,31464747.00,5157,43.83,29.60,-13.90
24-October-2022,2700.00,2700.00,2680.00,2683.30,2686.614653663415853963,23994,4988,64462632.00,15832,65.98,20.00,-16.70
21-October-2022,2640.00,2679.45,2640.00,2666.10,2667.238582102129093871,17801,1889,47479514.00,6761,37.98,39.45,26.10
20-October-2022,2638.00,2641.00,2582.90,2629.65,2611.968987779571132118,17348,1852,45312438.00,6185,35.65,58.10,-8.35
19-October-2022,2669.95,2676.25,2640.00,2644.40,2655.588666317742779654,42034,2397,111625014.00,29434,70.02,36.25,-25.55
18-October-2022,2635.00,2664.00,2623.10,2639.40,2640.143254238536163319,54323,4097,143420502.00,38142,70.21,40.90,4.40
17-October-2022,2623.10,2635.50,2602.95,2625.20,2618.282731787311066074,517112,4234,1353945420.00,504184,97.50,32.55,2.10
14-October-2022,2628.05,2663.00,2610.00,2617.80,2636.441512685200855424,64997,3639,171360789.00,42059,64.71,53.00,-10.25
13-October-2022,2610.00,2627.65,2591.00,2597.85,2602.801996197718631178,21040,1646,54762954.00,10943,52.01,36.65,-12.15
12-October-2022,2606.65,2645.20,2606.65,2618.50,2621.066234128944937375,93094,4104,244005540.00,75215,80.79,38.55,11.85
11-October-2022,2699.25,2699.25,2616.45,2624.75,2635.934864643150123051,42665,3665,112462161.00,26777,62.76,82.80,-74.50
10-October-2022,2705.55,2726.85,2658.75,2679.60,2699.407480773712421347,60074,7779,162164205.00,27857,46.37,68.10,-25.95
7-October-2022,2685.00,2744.30,2681.00,2730.50,2721.116335201624344532,271371,19513,738432061.00,128701,47.43,63.30,45.50
6-October-2022,2609.95,2620.00,2584.00,2593.70,2601.461491207863011594,13023,1898,33878833.00,3720,28.56,36.00,-16.25
4-October-2022,2620.05,2621.30,2572.60,2585.00,2590.198600799543118218,21012,3080,54425253.00,5930,28.22,48.70,-35.05
3-October-2022,2621.05,2622.40,2556.05,2575.75,2579.663679826803379739,33257,3745,85791875.00,7325,22.03,66.35,-45.30
30-September-2022,2528.30,2637.60,2523.30,2606.55,2582.891984601898082860,52474,6568,135534674.00,21441,40.86,114.30,78.25
29-September-2022,2585.45,2606.35,2518.45,2531.85,2550.201311585673448797,29735,4197,75830236.00,12373,41.61,87.90,-53.60
28-September-2022,2590.00,2634.00,2565.00,2575.30,2592.381066062975920971,24295,2650,62981898.00,6393,26.31,69.00,-14.70
27-September-2022,2655.05,2679.60,2585.10,2597.25,2611.033615856355572557,83651,4663,218415573.00,38282,45.76,94.50,-57.80
26-September-2022,2652.05,2678.45,2563.05,2654.50,2616.926939957355369158,120531,15025,315420821.00,75272,62.45,115.40,2.45
23-September-2022,2740.00,2755.45,2666.30,2672.45,2704.664007092198581560,68808,8253,186102521.00,27673,40.22,89.15,-67.55
22-September-2022,2642.00,2743.00,2642.00,2737.90,2687.232812942748040102,74111,3610,199153511.00,10679,14.41,101.00,95.90
21-September-2022,2691.00,2699.40,2655.70,2665.15,2681.825917209421122726,54813,3906,146998924.00,37274,68.00,43.70,-25.85
20-September-2022,2635.00,2692.50,2635.00,2683.35,2677.219115022712524334,49312,5952,132019029.00,28325,57.44,57.50,48.35
19-September-2022,2605.20,2631.95,2552.10,2620.80,2609.799789731227686682,360491,6952,940809336.00,332718,92.30,79.85,15.60
16-September-2022,2650.00,2675.90,2603.50,2612.30,2644.001294185821904577,51770,7096,136879947.00,25251,48.78,72.40,-37.70
15-September-2022,2710.00,2716.55,2648.00,2656.50,2673.763831544178364987,25431,2541,67996488.00,9830,38.65,68.55,-53.50
14-September-2022,2641.20,2711.50,2641.20,2699.90,2693.748475697716912542,51991,6681,140050677.00,28845,55.48,70.30,58.70
13-September-2022,2688.00,2722.05,2671.90,2706.20,2708.965371398361089082,117273,10270,317688496.00,60354,51.46,50.15,18.20
12-September-2022,2615.00,2670.00,2609.85,2661.45,2642.813501337939911255,29523,3138,78023783.00,8634,29.24,60.15,46.45
9-September-2022,2644.00,2652.00,2593.65,2602.85,2617.318751487268977552,25214,3081,65993075.00,10208,40.49,58.35,-41.15
8-September-2022,2648.40,2660.00,2616.50,2626.25,2637.842871500358937544,34825,4593,91862878.00,14373,41.27,43.50,-22.15
7-September-2022,2610.00,2641.10,2605.85,2637.90,2628.956783500238435860,16776,2063,44103379.00,6350,37.85,35.25,27.90
6-September-2022,2644.95,2646.00,2611.30,2624.30,2629.371406844106463878,19725,2472,51864351.00,5203,26.38,34.70,-20.65
5-September-2022,2627.00,2640.00,2612.00,2624.45,2625.227521872035416886,18974,2349,49811067.00,7092,37.38,28.00,-2.55
2-September-2022,2632.00,2644.40,2607.10,2612.00,2626.660214295162926054,45358,6496,119140054.00,22629,49.89,37.30,-20.00
1-September-2022,2602.65,2646.95,2566.20,2623.00,2621.751415375446960667,40272,4581,105583173.00,10502,26.08,80.75,20.35
